time,temperature
1554224413,15.869514539837837
1554226217,15.890579757094384
1554228020,15.81346217095852
1554229823,15.78491500467062
1554231625,15.951137046515942
1554233429,15.89897046685219
1554235232,15.879605358839035
1554237035,15.5734021961689
1554238838,15.368825542926789
1554240642,15.247209866344928
1554242445,15.085956555604934
1554244248,15.008375340700148
1554246051,15.215521168708802
1554247854,15.408053660392762
1554249657,15.349197643995286
1554251461,15.47708004117012
1554253618,15.784214890003204
1554255420,16.01121151447296
1554257224,16.069807639718054
1554259027,16.371414421498773
1554260829,16.616201090812684
1554262633,17.026429224014283
1554264969,15.729100684821605
1554266772,15.668383802473544
1554270995,18.645073652267456
1554272798,19.33406216204166
1554274601,19.766643342375755
1554276403,19.843136835098267
1554278206,18.721734726428984
1554280009,18.362566006183624
1554281812,18.00187109708786
1554283555,17.58853404521942
1554285976,17.22753855586052
1554287779,16.828696700930596
1554289582,16.282330703735354
1554291386,16.168342979252337
1554293189,15.964119362831116
1554294992,15.958822941780092
1554296795,16.15083317607641
1554298598,15.985345003008842
1554300401,15.733828192949295
1554302204,15.671749840676785
1554304008,15.552635899186134
1554305811,15.540579986572265
1554310860,15.069747477769852
1554312663,15.11529489159584
1554314466,15.095460724830627
1554316270,14.990021601319313
1554318073,14.961212155222892
1554319876,15.009724035859108
1554321679,14.700123050808907
1554323483,14.693898019194602
1554325285,14.943793269991875
1554327089,14.996503154933452
1554328891,14.62641578912735
1554330635,14.623849391937256
1554332438,14.866124534606934
1554334241,14.932894555727641
1554335985,14.989924494425455
1554337787,15.252799558639527
1554339591,15.247832965850831
1554341394,15.472168156504631
1554343197,15.815092098712922
1554345000,15.938207522034645
1554346803,16.162274843454362
1554348606,16.288066360354424
1554350454,14.98477852344513
1554352258,15.05791155099869
1554354075,16.9649331048131
1554355878,16.841645638644696
1554357681,16.66345548182726
1554359485,17.00943143814802
1554361288,16.91368526369333
1554363091,17.33002039194107
1554364894,17.75152613222599
1554366697,18.201311230659485
1554368501,18.374516841769218
1554370304,18.3831025749445
1554372107,18.44393213391304
1554373910,18.271607099473478
1554375713,18.033653378486633
1554377516,17.269618260860444
1554379319,16.390127074718475
1554381121,16.30754535794258
1554382925,16.02656535208225
1554384728,16.06295099705458
1554386531,15.91091500222683
1554388335,15.802614375948906
1554390138,15.302534630894662
1554391941,15.341194307804107
1554393730,16.529603534936903
1554395533,16.651491886377336
1554397352,15.084417635202408
1554399154,15.202238342165947
1554400958,14.889961986243726
1554402762,14.855898086726667
1554404504,14.771774631738662
1554406308,14.777783344686032
1554408111,14.719310973584653
1554409915,14.58970683515072
1554411719,14.40505983531475
1554413522,14.149709868431092
1554415326,14.228767196834086
1554417129,14.071818470954895
1554418932,14.605302187800408
1554420676,14.681093837320805
1554422479,15.100321713089944
1554424282,15.437547203898431
1554426085,15.770605289936064
1554427889,16.462659585475922
1554429691,17.430446326732635
1554431495,18.416370794177055
1554433298,19.57618311047554
1554435100,21.070390617847444
1554436884,15.23916552364826
1554438688,15.157979670166968
1554440510,24.555294421315192
1554442312,24.93948678970337
1554444115,25.62240031957626
1554451504,25.63141617774963
1554453306,25.809985616803168
1554455109,25.80313547849655
1554456912,25.494914448261262
1554458774,25.08665887117386
1554460576,24.22588345557451
1554462379,22.681475335359572
1554464182,21.712263703346252
1554465985,20.560264822840693
1554467727,20.12323535680771
1554469530,19.72626691311598
1554471272,19.426123790442944
1554473136,19.017261785268783
1554474938,18.83771558701992
1554476741,18.561961852014065
1554478544,18.399771235883236
1554480464,22.072522163391113
1554482267,23.79930696487427
1554516643,20.43582365810871
1554518445,21.93812013268471
1554520247,21.772103703022
1554522050,23.463429009914396
1554527457,26.44855579137802
1554529259,27.528438723087312
1554531062,28.635770472884175
1554532863,28.618677857518197
1554541872,28.725947523117064
1554543674,27.99095425605774
1554545476,26.451714229583743
1554547278,25.593178701400756
1554549079,24.346168446540833
1554550881,23.05915116071701
1554552683,21.56427677869797
1554554486,20.91620768904686
1554556348,20.647390457987786
1554558150,20.176099053025247
1554559953,19.557768940925598
1554561755,19.42618055343628
1554563558,19.33776360601187
1554565360,19.133580859005452
1554567233,24.086410772800445
1554569035,25.361017200350762
1554570827,18.07008292675018
1554572569,18.00923507809639
1554574312,18.06582175195217
1554576115,17.802695091068742
1554577918,17.586489020287992
1554579720,17.486853232979772
1554581523,17.02456670999527
1554583326,16.909902101755144
1554585189,16.68285182863474
1554586991,16.413011206686498
1554588794,16.444270159304143
1554590596,16.51403414160013
1554592399,15.330282330513
1554594202,15.793233656883242
1554596005,16.715106147527695
1554597808,17.798900884389877
1554599670,19.181586140394213
1554601473,20.435755959153177
1554603276,22.858986821770667
1554605198,23.87111305296421
1554607309,24.75329295396805
1554609420,27.351253151893616
1554611203,18.512831617891788
1554612946,18.4863877505064
1554614688,30.82283210754395
1554616568,31.699786472320557
1554618634,32.00963983535767
1554620747,32.9613781452179
1554622623,33.8639031291008
1554624704,33.098901849985126
1554626642,33.31464441716671
1554628712,32.79036490917206
1554630787,32.00452939271927
1554632529,30.132805690169334
1554634374,28.175101932883262
1554636198,27.2638650983572
1554638417,25.788902008533476
1554640460,24.86287700533867
1554642202,24.219272994995116
1554643944,24.590071439743042
1554645944,23.924585053324698
1554647853,23.752522018551826
1554649891,23.294704854488373
1554652046,23.057611501216886
1554654411,28.711950367689134
1554656477,22.649090597033503
1554658404,22.20880334973335
1554660712,21.612450981140135
1554662867,21.027319264411926
1554664815,20.805973792076113
1554666772,20.706587329506874
1554669021,20.319172215461734
1554671347,20.23028359413147
1554673474,20.27433874607086
1554675549,19.993069195747374
1554677466,20.006061458587645
1554679662,20.414601743221283
1554681732,20.92696772813797
1554683414,21.72264256775379
1554685712,22.424117854237554
1554688281,24.711667641997337
1554690609,27.024495315551757
1554692833,28.778264713287353
1554694948,29.816124251484872
1554696978,23.07844831645489
1554698978,23.108660325407982
1554701194,32.67295231819153
1554703275,32.881710389256476
1554705339,33.182168459892274
1554707431,33.21504912376404
1554709483,33.48562436103821
1554711707,33.29455104470253
1554713694,33.11971650123596
1554715941,32.51163597106934
1554718061,32.29438456743956
1554720109,31.113195294141768
1554722219,29.57675502896309
1554724495,29.024207271635532
1554726603,27.73822321891785
1554728408,29.083724665641782
1554730270,29.347166126966478
1554732132,29.50944625735283
1554733934,29.046723639965055
1554735737,27.67666286826134
1554737539,27.067935204505922
1554739525,31.317143958806994
1554741687,31.399511688947676
1554743427,25.735150146484376
1554745229,25.527036285400392
1554747092,24.80386674106121
1554748894,24.572712761163714
1554750697,24.408495950698853
1554752991,24.129580450057983
1554754842,23.439560052752494
1554756705,23.451184080541136
1554758520,23.495909413695337
1554760376,23.41322251856327
1554762053,22.825992842018607
1554763915,22.78629758954048
1554765717,22.960268080234528
1554767641,22.83848334401846
1554769442,22.617009085416793
1554771271,22.600015664100646
1554773048,22.48654899597168
1554774849,23.55032458305359
1554776659,23.93663781285286
1554778485,24.456455940008166
1554780137,25.75750365257263
1554782137,25.424211502075195
1554783923,25.936690998077392
1554785725,25.695310342311856
1554787663,27.56038667857647
1554789509,27.37712875008583
1554791428,28.923767137527463
1554793288,28.34755289554596
1554795156,28.94605164527893
1554796959,29.689407345652583
1554798913,29.44537622630596
1554800752,29.99360359609127
1554802666,29.846106846630573
1554804468,28.598708164691924
1554806271,28.10978968143463
1554808073,27.589218699932097
1554809935,26.95955947935581
1554811737,26.437055361270904
1554813539,25.884228098392487
1554815342,25.534222587943077
1554817145,25.29407811909914
1554818947,25.149478001892568
1554820749,24.77416911870241
1554822506,24.77810870707035
1554824354,24.160596615076063
1554826282,25.913424801826476
1554828151,26.273029613494874
1554873490,21.739465719461442
1554875363,21.568348515033723
1554877647,21.650538671016694
1554879929,21.549171796441076
1554881911,21.127661553025245
1554884013,21.120724737644196
1554885897,21.149368822574615
1554887797,21.151084637641908
1554889997,20.438439013063906
1554891896,19.90939794778824
1554893864,19.425764608383176
1554895826,19.091466522216795
1554897830,19.016198247671127
1554899992,19.18746069073677
1554902060,18.832624530792238
1554903982,18.002980518341065
1554905940,17.88602579832077
1554908163,17.979352346062658
1554910207,17.668205046653746
1554912570,21.985077807307245
1554914658,22.30753450989723
1554916607,18.023999577760698
1554918737,17.86945590078831
1554920900,18.066844940185547
1554923003,17.70049085021019
1554925090,17.56611121147871
1554927029,17.408941583335398
1554929210,17.44971767216921
1554931566,17.29582411646843
1554933818,17.587669366598128
1554936369,17.608289098739625
1554938512,17.76213500499725
1554940548,17.80130801796913
1554942830,17.975671142339706
1554945235,18.55495114028454
1554947217,18.815159499645233
1554949080,19.942853152751923
1554950882,20.106268629431725
1554952685,20.560380870103838
1554954487,21.623124408721925
1554956426,17.85277101844549
1554958632,17.828445897996428
1554960495,22.817109322547914
1554962357,22.895458793640135
1554964166,24.108921483159065
1554965963,23.832203793525697
1554967887,24.212497544288635
1554969906,24.112496984004974
1554971799,24.237322652339937
1554973622,24.71116714477539
1554975574,24.643579041957857
1554977440,24.30401023924351
1554979299,24.031500980257988
1554981170,23.936787796020507
1554983026,23.299527716636657
1554984971,22.173173362016676
1554986887,21.7339821472764
1554988861,21.05401830673218
1554990653,20.709646463394165
1554992516,20.19315161705017
1554994318,20.03958676457405
1554996184,19.886708354949953
1554998043,19.674125814437865
1554999850,21.69317848682404
1555001653,21.88260048031807
1555003631,18.959368586540222
1555005674,18.65996099114418
1555007605,18.59040414392948
1555009759,18.459027433395384
1555011803,18.373720240592956
1555013787,18.551152139902115
1555015829,18.367640233039857
1555017691,17.93775827884674
1555019735,18.286596435308454
1555021769,18.49605000913143
1555023552,18.441961950063707
1555025503,18.45869889855385
1555027315,18.847406578063968
1555029168,19.451116666197777
1555031112,20.13720479011536
1555033228,20.843052887916567
1555035184,21.423332113027573
1555037275,22.340916299819945
1555039202,24.07516989707947
1555041003,23.929623031616213
1555042929,19.50818031281233
1555044800,19.134114906191826
1555046711,25.959080940485
1555048512,26.574827599525452
1555050315,26.30890820324421
1555052117,25.820992839336395
1555053919,26.008518487215042
1555055781,26.01442050933838
1555057584,25.859866365790367
1555059386,25.383573189377785
1555061188,23.54583604335785
1555062989,21.81943818330765
1555064791,22.596531629562378
1555066594,23.097591972351076
1555068456,22.856146135926245
1555070259,22.77634572386742
1555072061,22.680383467674254
1555073864,22.599801337718965
1555075665,22.519156450033186
1555077467,21.91210396885872
1555079270,21.595446693897248
1555081072,21.654791992902755
1555082935,21.545192721486092
1555084737,21.71990970671177
1555086487,25.37476916909218
1555088229,25.604817295074465
