time,temperature
1554224413,15.838432443883164
1554226217,15.873597565661923
1554228020,15.779919220702425
1554229823,15.745904526664752
1554231625,15.957440042489933
1554233429,15.89159159624634
1554235232,15.8356608752172
1554237035,15.518161894704683
1554238838,15.22845762561418
1554240642,15.101151077659122
1554242445,15.082995332151802
1554244248,15.027351291076775
1554246051,15.217591812047452
1554247854,15.373068819566512
1554249657,15.348997052481323
1554251461,15.425116523918405
1554253618,15.716733239078454
1554255420,15.986158857966853
1554257224,16.082267720161944
1554259027,16.404417721219506
1554260829,16.657323354015215
1554262633,17.061397053180688
1554264969,15.714650126791698
1554266772,15.684578174136316
1554270995,18.552726633858562
1554272798,19.322505769790865
1554274601,19.778664269895717
1554276403,19.822844294201403
1554278206,18.740672793520478
1554280009,18.39325717875067
1554281812,18.050977030369843
1554283555,17.629998897563105
1554285976,17.280624144831666
1554287779,16.90052110696919
1554289582,16.32057742344208
1554291386,16.183755866238172
1554293189,16.00131997290374
1554294992,15.997609971326241
1554296795,16.119533759422612
1554298598,15.943803806990152
1554300401,15.651775235462718
1554302204,15.578240448748058
1554304008,15.49905259631532
1554305811,15.473607743011424
1554310860,15.03735767933705
1554312663,15.089745530107376
1554314466,15.073032364548283
1554316270,14.971276655129614
1554318073,14.941653012603688
1554319876,14.993355453870443
1554321679,14.717862087706457
1554323483,14.71273264914859
1554325285,14.941962632699465
1554327089,15.001999381798708
1554328891,14.629947449514434
1554330635,14.627815525372865
1554332438,14.853920992323236
1554334241,14.90853447462839
1554335985,14.974226462752647
1554337787,15.200034030245856
1554339591,15.195811695962758
1554341394,15.407322007097807
1554343197,15.76230891891632
1554345000,15.88596404360656
1554346803,16.142093270732524
1554348606,16.314563075905294
1554350454,14.903605354807494
1554352258,14.983417408665915
1554354075,16.945250471036672
1554355878,16.82618418621847
1554357681,16.677464183409747
1554359485,17.026601534315326
1554361288,16.92066751538946
1554363091,17.37883749398138
1554364894,17.740006495500538
1554366697,18.17259622048587
1554368501,18.36163572953339
1554370304,18.43302060130131
1554372107,18.459279260456128
1554373910,18.273109735222157
1554375713,18.066237224328024
1554377516,17.313689615147922
1554379319,16.396223453196125
1554381121,16.332034913905566
1554382925,15.961891119820418
